,brewery_id,brewery_name,beer_style,beer_name,beer_id,review_overall,City,State,Address
15125,1114,Bullfrog Brewery,English Pale Ale,Burton Upon Billtown,64942,4.375,Williamsport,Pennsylvania,231 West 4th Street
15126,1114,Bullfrog Brewery,Belgian Pale Ale,Unique Singel,48206,4.125,Williamsport,Pennsylvania,231 West 4th Street
15127,1114,Bullfrog Brewery,American Amber / Red Ale,Sunrise Red,57503,4.3125,Williamsport,Pennsylvania,231 West 4th Street
15128,1114,Bullfrog Brewery,American Double / Imperial Stout,Ala-Blaster,68213,4.5,Williamsport,Pennsylvania,231 West 4th Street
15132,1114,Bullfrog Brewery,Saison / Farmhouse Ale,Nightowl Saison,64665,4.1875,Williamsport,Pennsylvania,231 West 4th Street
15133,1114,Bullfrog Brewery,American Wild Ale,Frambozen,50299,4.063492063492063,Williamsport,Pennsylvania,231 West 4th Street
15134,1114,Bullfrog Brewery,Märzen / Oktoberfest,Festivus,62864,4.25,Williamsport,Pennsylvania,231 West 4th Street
15136,1114,Bullfrog Brewery,American Pale Wheat Ale,Crystal-ized American Wheat,63013,4.571428571428571,Williamsport,Pennsylvania,231 West 4th Street
15137,1114,Bullfrog Brewery,Saison / Farmhouse Ale,Busted Lawnmower,44798,4.208333333333333,Williamsport,Pennsylvania,231 West 4th Street
15140,1114,Bullfrog Brewery,American Double / Imperial IPA,Deuane,56901,4.434782608695652,Williamsport,Pennsylvania,231 West 4th Street
15141,1114,Bullfrog Brewery,American Stout,Double Coffee Stout,53478,4.222222222222222,Williamsport,Pennsylvania,231 West 4th Street
15142,1114,Bullfrog Brewery,Czech Pilsener,Killer Keller,51318,4.5,Williamsport,Pennsylvania,231 West 4th Street
15144,1114,Bullfrog Brewery,Bock,Chocolate Bock,42845,5.0,Williamsport,Pennsylvania,231 West 4th Street
15145,1114,Bullfrog Brewery,Flanders Oud Bruin,Super Special Brown Ale,44128,4.5,Williamsport,Pennsylvania,231 West 4th Street
15150,1114,Bullfrog Brewery,American Amber / Red Lager,Frog-ger,54917,4.75,Williamsport,Pennsylvania,231 West 4th Street
15155,1114,Bullfrog Brewery,Quadrupel (Quad),XXXX Quad,46757,4.25,Williamsport,Pennsylvania,231 West 4th Street
15156,1114,Bullfrog Brewery,American Wild Ale,Beekeeper,42999,4.448275862068965,Williamsport,Pennsylvania,231 West 4th Street
15157,1114,Bullfrog Brewery,American Stout,Coffee Cream Stout,42844,4.5,Williamsport,Pennsylvania,231 West 4th Street
15160,1114,Bullfrog Brewery,American Amber / Red Ale,Smokin' Amber Kegs Gone Wild,53128,4.166666666666667,Williamsport,Pennsylvania,231 West 4th Street
15161,1114,Bullfrog Brewery,American Pale Ale (APA),Fast Eddie's Pale Ale,40972,4.5,Williamsport,Pennsylvania,231 West 4th Street
15162,1114,Bullfrog Brewery,Russian Imperial Stout,Lights Out Stout,43001,4.5,Williamsport,Pennsylvania,231 West 4th Street
15164,1114,Bullfrog Brewery,Belgian IPA,Houblonium P38,46891,4.053571428571429,Williamsport,Pennsylvania,231 West 4th Street
15165,1114,Bullfrog Brewery,American Pale Wheat Ale,Aprihop Wheat,16596,4.25,Williamsport,Pennsylvania,231 West 4th Street
15166,1114,Bullfrog Brewery,Roggenbier,Roggen Roll,49973,4.291666666666667,Williamsport,Pennsylvania,231 West 4th Street
15167,1114,Bullfrog Brewery,American Stout,Barrel Aged Double Coffee Stout,64666,5.0,Williamsport,Pennsylvania,231 West 4th Street
15169,1114,Bullfrog Brewery,Fruit / Vegetable Beer,Black-n-Bluesberry Wheat,63028,4.5,Williamsport,Pennsylvania,231 West 4th Street
15172,1114,Bullfrog Brewery,American Wild Ale,Citra-Delic Wheat Gone Wild,65982,4.5,Williamsport,Pennsylvania,231 West 4th Street
15175,1114,Bullfrog Brewery,American Barleywine,Barrel Aged Old Toad Barleywine,47550,4.096153846153846,Williamsport,Pennsylvania,231 West 4th Street
15177,16057,Maui Brewing Co.,American Porter,CoCoNut Porter,37795,4.06203007518797,Kihei,Hawaii,605 Lipoa Pkwy
15181,16057,Maui Brewing Co.,American IPA,Big Swell IPA,40628,4.009090909090909,Kihei,Hawaii,605 Lipoa Pkwy
15192,10279,OPA-OPA Steakhouse & Brewery,English Brown Ale,Marshall Brown Ale,29932,4.055555555555555,Easthampton,Massachusetts,19 Wemelco Way
15193,10279,OPA-OPA Steakhouse & Brewery,Milk / Sweet Stout,King Oak Milk Stout,20338,4.147058823529412,Easthampton,Massachusetts,19 Wemelco Way
15199,10279,OPA-OPA Steakhouse & Brewery,American Barleywine,R2K (Bourbon Barrel-aged Barleywine),75595,4.5,Easthampton,Massachusetts,19 Wemelco Way
15200,10279,OPA-OPA Steakhouse & Brewery,American Blonde Ale,Adonis Gold,20333,4.083333333333333,Easthampton,Massachusetts,19 Wemelco Way
15204,10279,OPA-OPA Steakhouse & Brewery,American Blonde Ale,Kix Brew,22694,4.181818181818182,Easthampton,Massachusetts,19 Wemelco Way
15206,10279,OPA-OPA Steakhouse & Brewery,Märzen / Oktoberfest,Opafest,26531,4.208333333333333,Easthampton,Massachusetts,19 Wemelco Way
15207,10279,OPA-OPA Steakhouse & Brewery,American Amber / Red Ale,Red Light,44422,4.5,Easthampton,Massachusetts,19 Wemelco Way
15209,10279,OPA-OPA Steakhouse & Brewery,English Strong Ale,Opa Winter Strong,28137,4.083333333333333,Easthampton,Massachusetts,19 Wemelco Way
15211,10279,OPA-OPA Steakhouse & Brewery,American Porter,Vanilla Porter,57092,4.071428571428571,Easthampton,Massachusetts,19 Wemelco Way
15212,10279,OPA-OPA Steakhouse & Brewery,Munich Helles Lager,Opa Opa,20332,4.333333333333333,Easthampton,Massachusetts,19 Wemelco Way
15215,10279,OPA-OPA Steakhouse & Brewery,American Pale Wheat Ale,Opa Raspberry Wheat,30919,4.277777777777778,Easthampton,Massachusetts,19 Wemelco Way
15216,10279,OPA-OPA Steakhouse & Brewery,American Porter,Southampton Porter,20337,4.045454545454546,Easthampton,Massachusetts,19 Wemelco Way
15233,262,Shmaltz Brewing Company,American Strong Ale,He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),63227,4.099236641221374,Clifton Park,New York,6 Fairchild Sq
15234,262,Shmaltz Brewing Company,American Barleywine,He'Brew Genesis 15:15,73599,4.127450980392157,Clifton Park,New York,6 Fairchild Sq
15248,262,Shmaltz Brewing Company,American Strong Ale,He'Brew Jewbelation Fifteen,76144,4.12962962962963,Clifton Park,New York,6 Fairchild Sq
15258,262,Shmaltz Brewing Company,American Strong Ale,He'Brew Jewbelation Bar Mitzvah (13) Barrel-Aged On Rye,56288,4.285714285714286,Clifton Park,New York,6 Fairchild Sq
15261,262,Shmaltz Brewing Company,American Strong Ale,He'Brew Jewbelation Vertical (Sazerac Bourbon Barrel Aged),76115,5.0,Clifton Park,New York,6 Fairchild Sq
15262,12788,Firehouse Grill & Brewery,American IPA,Hops On Rye,54389,4.0701754385964914,Sunnyvale,California,111 S Murphy Ave
15264,12788,Firehouse Grill & Brewery,American Porter,Palo Alto Brewing Syrah Barrel Aged Iced Porter,58902,4.5,Sunnyvale,California,111 S Murphy Ave
15269,12788,Firehouse Grill & Brewery,American Porter,Palo Alto Brewing Bourbon Barrel Aged Coconut Porter,73149,4.5,Sunnyvale,California,111 S Murphy Ave
15271,12788,Firehouse Grill & Brewery,Baltic Porter,Veles Baltic Porter,53189,4.25,Sunnyvale,California,111 S Murphy Ave
15276,12788,Firehouse Grill & Brewery,American Wild Ale,Vesuvius,73337,4.5,Sunnyvale,California,111 S Murphy Ave
15289,2266,Moab Brewery,California Common / Steam Beer,Wasatch Park City Steamer,5743,4.142857142857143,Moab,Utah,686 S Main St
15296,2266,Moab Brewery,Tripel,Desert Select Tripel,73732,4.25,Moab,Utah,686 S Main St
15314,22157,Rivertown Brewing Co.,Pumpkin Ale,Quaff Bros Uncle Fitz's Country Bumpkin,74421,4.5,Cincinnati,Ohio,607 Shepherd Dr Unit 6
15335,17988,Breakwater Brewing,American Double / Imperial IPA,Maverick's,56008,4.3125,Oceanside,California,101 N. Coast Hwy Ste C-140
15343,3264,TableRock BrewPub,American Double / Imperial IPA,Hopzilla,18477,4.125,Boise,Idaho,705 W Fulton St
15344,3264,TableRock BrewPub,American Double / Imperial IPA,Hopocalypse,69270,4.166666666666667,Boise,Idaho,705 W Fulton St
15346,3264,TableRock BrewPub,Irish Dry Stout,O'Leary's Irish Stout,18476,4.5,Boise,Idaho,705 W Fulton St
15354,3264,TableRock BrewPub,American Double / Imperial Pilsner,Ascension Imperial Pilsner,67764,4.5,Boise,Idaho,705 W Fulton St
15355,3264,TableRock BrewPub,American Black Ale,Black Hops,68526,4.25,Boise,Idaho,705 W Fulton St
15357,3264,TableRock BrewPub,American IPA,Hop Head IPA Version 2.0,68127,4.25,Boise,Idaho,705 W Fulton St
15363,25960,Heretic Brewing Company,American Amber / Red Ale,Evil Twin,70945,4.15,Fairfield,California,1052 Horizon Dr Ste B
15365,25960,Heretic Brewing Company,American Porter,Shallow Grave,76377,4.3,Fairfield,California,1052 Horizon Dr Ste B
15381,1112,Little Apple Brewing Company,Belgian Pale Ale,Al's Little Blonde Ale,9782,4.333333333333333,Manhattan,Kansas,1100 Westloop Pl
15388,1112,Little Apple Brewing Company,Maibock / Helles Bock,Hands Off Maibock,3418,4.5,Manhattan,Kansas,1100 Westloop Pl
15390,1112,Little Apple Brewing Company,Hefeweizen,Bavarian Heiferweizen,6507,4.5,Manhattan,Kansas,1100 Westloop Pl
15391,1112,Little Apple Brewing Company,Russian Imperial Stout,Kringle's Imperial Stout,8222,5.0,Manhattan,Kansas,1100 Westloop Pl
15394,1112,Little Apple Brewing Company,Märzen / Oktoberfest,Labco Oktoberfest,6349,4.25,Manhattan,Kansas,1100 Westloop Pl
15400,16105,Mayflower Brewing Company,American IPA,Mayflower IPA,42007,4.044444444444444,Plymouth,Massachusetts,12 Resnik Road
15402,16105,Mayflower Brewing Company,American Amber / Red Ale,Mayflower Spring Hop,67109,4.245283018867925,Plymouth,Massachusetts,12 Resnik Road
15405,16105,Mayflower Brewing Company,English Porter,Bourbon Barrel-Aged Porter,46593,4.2,Plymouth,Massachusetts,12 Resnik Road
15406,16105,Mayflower Brewing Company,English Porter,Mayflower Porter,41839,4.176966292134831,Plymouth,Massachusetts,12 Resnik Road
15409,16105,Mayflower Brewing Company,English Pale Ale,Mayflower Pale Ale Dry Hopped With EKG,59982,5.0,Plymouth,Massachusetts,12 Resnik Road
15413,16105,Mayflower Brewing Company,American Pale Ale (APA),Mayflower Pale Ale Dry Hopped With Citra Hops,69393,4.5,Plymouth,Massachusetts,12 Resnik Road
15417,4897,Jaxon's Restaurant and Brewing Company,American Stout,Jaxon's Black Jack Stout,23509,4.125,El Paso,Texas,1135 Airway Blvd
15420,4897,Jaxon's Restaurant and Brewing Company,American Porter,Jaxon's Lucky Charm Ale,23511,4.5,El Paso,Texas,1135 Airway Blvd
15436,1133,Capitol City Brewing,American Barleywine,Capital City El Gigante,29562,4.5,Baltimore,Maryland,301 S Light St
15441,1133,Capitol City Brewing,Kölsch,Summer Ale,30995,4.5,Baltimore,Maryland,301 S Light St
15446,1133,Capitol City Brewing,Russian Imperial Stout,Capital City Fuel,15588,4.045454545454546,Baltimore,Maryland,301 S Light St
15465,1412,Red Rock Brewing Company,American Double / Imperial IPA,Elephino,61131,4.090909090909091,Salt Lake City,Utah,254 S 200 W
15478,1412,Red Rock Brewing Company,Saison / Farmhouse Ale,Le Quatre,72339,4.166666666666667,Salt Lake City,Utah,254 S 200 W
15492,11421,Sin City Brewing Co.,American Stout,Ballingarry Stout,25105,4.25,Las Vegas,Nevada,7935 W Sahara Ave Ste 201
15501,136,Utah Brewers Cooperative,Kölsch,Wasatch Summer Twilight,49249,4.055555555555555,Salt Lake City,Utah,1763 S 300 W
15506,136,Utah Brewers Cooperative,Tripel,Squatters Ava Lee,41518,4.5,Salt Lake City,Utah,1763 S 300 W
15516,136,Utah Brewers Cooperative,Cream Ale,Squatters Nitro Cream Ale,47448,4.5,Salt Lake City,Utah,1763 S 300 W
15518,136,Utah Brewers Cooperative,Irish Dry Stout,Wasatch Irish Stout,12671,5.0,Salt Lake City,Utah,1763 S 300 W
15531,136,Utah Brewers Cooperative,Belgian Strong Pale Ale,Squatters Hell's Keep,51784,4.045454545454546,Salt Lake City,Utah,1763 S 300 W
15538,136,Utah Brewers Cooperative,American Amber / Red Ale,Squatters Organic Amber Ale,40203,4.1,Salt Lake City,Utah,1763 S 300 W
15552,987,SandLot Brewery @ Coors Field,Maibock / Helles Bock,Mai Bock,42502,4.5,Denver,Colorado,2161 Blake St
15554,987,SandLot Brewery @ Coors Field,Munich Helles Lager,Helles Of A Play,20144,4.5,Denver,Colorado,2161 Blake St
15555,987,SandLot Brewery @ Coors Field,Extra Special / Strong Bitter (ESB),Power Alley ESB,12081,4.1,Denver,Colorado,2161 Blake St
15556,987,SandLot Brewery @ Coors Field,Hefeweizen,Clove Hefeweizen,42517,4.166666666666667,Denver,Colorado,2161 Blake St
15562,987,SandLot Brewery @ Coors Field,German Pilsener,Pinch Hit Pils,45464,5.0,Denver,Colorado,2161 Blake St
15563,987,SandLot Brewery @ Coors Field,Czech Pilsener,Barmen Pilsner,19256,4.5,Denver,Colorado,2161 Blake St
15568,24055,Lucette Brewing Company,American Stout,Slow Hand,62744,4.416666666666667,Menomonie,Wisconsin,910 Hudson Rd
15569,24055,Lucette Brewing Company,Belgian Pale Ale,Shining Dawn,62778,4.25,Menomonie,Wisconsin,910 Hudson Rd
15571,24055,Lucette Brewing Company,American Blonde Ale,Farmer's Daughter,74788,4.5,Menomonie,Wisconsin,910 Hudson Rd
15580,5522,Corner Pub,Irish Dry Stout,Dry Stout,31531,4.75,Reedsburg,Wisconsin,100 E. Main St.
15582,5522,Corner Pub,American Porter,Hideaway Smoked Porter,31395,4.5,Reedsburg,Wisconsin,100 E. Main St.
15584,5522,Corner Pub,Milk / Sweet Stout,Milk Stout,26431,4.333333333333333,Reedsburg,Wisconsin,100 E. Main St.
15597,1601,Independence Brew Pub,American Brown Ale,Brown Ale,35212,4.5,Philadelphia,Pennsylvania,1150 Filbert St.
15611,14745,Southern Appalachian Brewery,American Amber / Red Ale,Copperhead Amber Ale,44930,4.5,Hendersonville,North Carolina,822 Locust St Ste 100
15620,13302,Butternuts Beer & Ale,American Wild Ale,Autumn Harvest 2008,56662,4.25,Garrattsville,New York,4021 State Highway 51
15624,13302,Butternuts Beer & Ale,Saison / Farmhouse Ale,Country Gold Saison,41900,4.166666666666667,Garrattsville,New York,4021 State Highway 51
15626,13302,Butternuts Beer & Ale,Kölsch,Crown City Kolsch,42642,4.25,Garrattsville,New York,4021 State Highway 51
15630,3120,Alpine Beer Company,American Pale Ale (APA),Hoppy Birthday,58610,4.684615384615385,Alpine,California,2351 Alpine Blvd.
15632,3120,Alpine Beer Company,American Wild Ale,Ichabod Ale 2009,63031,4.192982456140351,Alpine,California,2351 Alpine Blvd.
15635,3120,Alpine Beer Company,American Black Ale,Ugly,63845,4.2727272727272725,Alpine,California,2351 Alpine Blvd.
15637,3120,Alpine Beer Company,American Barleywine,Good,34128,4.1875,Alpine,California,2351 Alpine Blvd.
15639,3120,Alpine Beer Company,American Pale Ale (APA),WHAle (Wet Hopped Ale),26500,4.1,Alpine,California,2351 Alpine Blvd.
15640,3120,Alpine Beer Company,American IPA,Nelson,32286,4.37200956937799,Alpine,California,2351 Alpine Blvd.
15643,3120,Alpine Beer Company,American Amber / Red Ale,Red Card,59838,4.333333333333333,Alpine,California,2351 Alpine Blvd.
15644,3120,Alpine Beer Company,American Pale Ale (APA),Tuatara,53217,4.339285714285714,Alpine,California,2351 Alpine Blvd.
15645,3120,Alpine Beer Company,American Pale Wheat Ale,Raspberry Nectar,10726,4.75,Alpine,California,2351 Alpine Blvd.
15646,3120,Alpine Beer Company,California Common / Steam Beer,California Uncommon,54351,4.357142857142857,Alpine,California,2351 Alpine Blvd.
15647,3120,Alpine Beer Company,American Double / Imperial Stout,Bourbon Barrel-Aged Odin's Raven,73877,4.261904761904762,Alpine,California,2351 Alpine Blvd.
15649,3120,Alpine Beer Company,American Double / Imperial IPA,Pure Hoppiness,7597,4.350267379679145,Alpine,California,2351 Alpine Blvd.
15650,3120,Alpine Beer Company,American Double / Imperial IPA,Exponential Hoppiness,12068,4.333333333333333,Alpine,California,2351 Alpine Blvd.
15653,3120,Alpine Beer Company,American Porter,Token,55431,4.0625,Alpine,California,2351 Alpine Blvd.
15657,3120,Alpine Beer Company,American Stout,Black Forest Stout,39856,4.5,Alpine,California,2351 Alpine Blvd.
15658,3120,Alpine Beer Company,American IPA,Duet IPA,27604,4.367021276595745,Alpine,California,2351 Alpine Blvd.
15660,3120,Alpine Beer Company,American IPA,O'Brien's IPA,40502,4.471698113207547,Alpine,California,2351 Alpine Blvd.
15661,3120,Alpine Beer Company,American IPA,Sippin' On The Dock Of The Bay IPA,51837,4.25,Alpine,California,2351 Alpine Blvd.
15662,3120,Alpine Beer Company,American Wild Ale,Ichabod Ale 2007,20550,4.085714285714285,Alpine,California,2351 Alpine Blvd.
15663,3120,Alpine Beer Company,American Double / Imperial IPA,Bad Boy,34090,4.468354430379747,Alpine,California,2351 Alpine Blvd.
15664,3120,Alpine Beer Company,Lambic - Unblended,Briscoe,42156,4.083333333333333,Alpine,California,2351 Alpine Blvd.
15666,3120,Alpine Beer Company,American Barleywine,Great,25364,4.163865546218488,Alpine,California,2351 Alpine Blvd.
15667,3120,Alpine Beer Company,Lambic - Fruit,Chez Monieux,42157,4.071428571428571,Alpine,California,2351 Alpine Blvd.
15668,3120,Alpine Beer Company,American Pale Ale (APA),Pale Ale,34480,4.25,Alpine,California,2351 Alpine Blvd.
15670,3120,Alpine Beer Company,American Pale Ale (APA),New Millenium,70311,4.214285714285714,Alpine,California,2351 Alpine Blvd.
15671,3120,Alpine Beer Company,Lambic - Fruit,Chez Monmee,62340,4.333333333333333,Alpine,California,2351 Alpine Blvd.
15699,22610,Mother Earth Brew Co.,Kölsch,Hay Bale,67149,4.25,Vista,California,2055 Thibodo Rd. Suite H
15700,22610,Mother Earth Brew Co.,American IPA,Auld Knucker IPA,58444,4.166666666666667,Vista,California,2055 Thibodo Rd. Suite H
15702,22610,Mother Earth Brew Co.,Baltic Porter,Vanilla Storm (Pro/Am),70687,4.5,Vista,California,2055 Thibodo Rd. Suite H
15708,22610,Mother Earth Brew Co.,American IPA,Rysing Tide (Rye IPA),67158,4.25,Vista,California,2055 Thibodo Rd. Suite H
15713,22610,Mother Earth Brew Co.,Altbier,Alt-itude,66737,4.5,Vista,California,2055 Thibodo Rd. Suite H
15724,22610,Mother Earth Brew Co.,American Porter,Paul Shankster Collaboration,72295,4.5,Vista,California,2055 Thibodo Rd. Suite H
15732,22610,Mother Earth Brew Co.,American IPA,Kismet,75780,4.5,Vista,California,2055 Thibodo Rd. Suite H
15733,22610,Mother Earth Brew Co.,American Black Ale,The Crucible Black IPA,66734,4.1,Vista,California,2055 Thibodo Rd. Suite H
15735,2194,Rio Salado Brewing Company,Schwarzbier,Rio Salado DoppelSchwarz,6207,4.75,Tempe,Arizona,1520 W Mineral Rd
15736,2194,Rio Salado Brewing Company,American Barleywine,Rio Salado Redzilla,14854,4.5,Tempe,Arizona,1520 W Mineral Rd
15741,2194,Rio Salado Brewing Company,Saison / Farmhouse Ale,Rio Salado Saison De Carbs,20712,4.5,Tempe,Arizona,1520 W Mineral Rd
15748,2194,Rio Salado Brewing Company,Altbier,Rio Salado Autumn Deluge Alt Bier Amber Ale,7084,4.05,Tempe,Arizona,1520 W Mineral Rd
15752,2194,Rio Salado Brewing Company,Maibock / Helles Bock,Rio Salado Mai Bock,9247,4.5,Tempe,Arizona,1520 W Mineral Rd
15758,11597,Asheville Brewing Company,Fruit / Vegetable Beer,Fire Escape,73170,4.333333333333333,Asheville,North Carolina,73 Coxe Avenue
15762,11597,Asheville Brewing Company,American Pale Ale (APA),Old School Pale Ale,48179,4.291666666666667,Asheville,North Carolina,73 Coxe Avenue
15764,11597,Asheville Brewing Company,American Pale Ale (APA),Houdini ESP,37329,4.166666666666667,Asheville,North Carolina,73 Coxe Avenue
15784,1089,Rock Bottom Restaurant and Brewery,Winter Warmer,Blitzen Holiday Ale,46601,4.25,Cleveland,Ohio,2000 Sycamore Street #260
15789,757,Big Buck Brewery & Steakhouse #3,American IPA,IPA,23887,4.5,Auburn Hills,Michigan,2550 Takata Drive
15804,13558,G.G. Brewers,American IPA,IPA,31302,4.5,Glenside,Pennsylvania,282 North Keswick Ave.
15806,13558,G.G. Brewers,American IPA,Hop Attack,30619,4.5,Glenside,Pennsylvania,282 North Keswick Ave.
15814,13558,G.G. Brewers,Light Lager,Red Light Ale,44276,4.5,Glenside,Pennsylvania,282 North Keswick Ave.
15815,13558,G.G. Brewers,American Pale Ale (APA),Laughing Wolf,42741,4.5,Glenside,Pennsylvania,282 North Keswick Ave.
15818,1398,Empire Brewing Company,Belgian Pale Ale,Golden Dragon,73362,4.5,Syracuse,New York,120 Walton St
15821,1398,Empire Brewing Company,Berliner Weissbier,Empire Berliner Weisse,5820,5.0,Syracuse,New York,120 Walton St
15824,1398,Empire Brewing Company,Fruit / Vegetable Beer,Critzs' Apple Ale,45651,4.5,Syracuse,New York,120 Walton St
15825,1398,Empire Brewing Company,American Pale Ale (APA),Purgatory Pale Ale,2000,4.125,Syracuse,New York,120 Walton St
15844,1398,Empire Brewing Company,American Barleywine,Empire Barley Wine,2005,4.227272727272728,Syracuse,New York,120 Walton St
15853,1398,Empire Brewing Company,Hefeweizen,Empire Hefe Weizen,2002,4.214285714285714,Syracuse,New York,120 Walton St
15855,1398,Empire Brewing Company,Wheatwine,Empire Wheat Wine,69182,4.125,Syracuse,New York,120 Walton St
15857,1398,Empire Brewing Company,Doppelbock,Empire Doppelbock,3614,5.0,Syracuse,New York,120 Walton St
15859,1304,Pelican Pub & Brewery,Belgian Strong Dark Ale,Grand Cru De Pelican,35935,4.103448275862069,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15860,1304,Pelican Pub & Brewery,American Black Ale,Bad Santa,40377,4.041666666666667,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15861,1304,Pelican Pub & Brewery,Cream Ale,Kiwanda Cream Ale,8948,4.064102564102564,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15862,1304,Pelican Pub & Brewery,English Barleywine,Mother Of All Storms,46230,4.281853281853282,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15864,1304,Pelican Pub & Brewery,Foreign / Export Stout,Oak Aged Tsunami Stout,66298,4.5,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15865,1304,Pelican Pub & Brewery,Extra Special / Strong Bitter (ESB),Nestucca ESB,17603,4.214285714285714,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15869,1304,Pelican Pub & Brewery,Foreign / Export Stout,Tsunami Stout,3704,4.12962962962963,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15870,1304,Pelican Pub & Brewery,Belgian IPA,Le Fleur Ambre,59412,4.5,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15874,1304,Pelican Pub & Brewery,Witbier,Heiferweizen Ale,13247,4.2,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15876,1304,Pelican Pub & Brewery,American Pale Ale (APA),Paddler's Pale Ale,55213,5.0,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15877,1304,Pelican Pub & Brewery,Bière de Garde,"Bridal Ale, 2005",34382,4.166666666666667,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15878,1304,Pelican Pub & Brewery,American IPA,India Pelican Ale,3977,4.0552147239263805,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15879,1304,Pelican Pub & Brewery,English Barleywine,Stormwatcher's Winterfest,13443,4.113207547169812,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15880,1304,Pelican Pub & Brewery,Irish Red Ale,Riptide Red Ale,22778,4.1,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15884,1304,Pelican Pub & Brewery,Witbier,Winema Wit,69544,4.5,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15886,1304,Pelican Pub & Brewery,American Amber / Red Ale,Angler's Amber,56581,4.5,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15887,1304,Pelican Pub & Brewery,American Brown Ale,Doryman's Dark Ale,9532,4.029411764705882,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15889,1304,Pelican Pub & Brewery,American Strong Ale,Imperial Pelican Ale,27537,4.375,Pacific City,Oregon,33180 Cape Kiwanda Dr.
15897,18724,Old Forge Brewing Company,Oatmeal Stout,Slack Tub Stout,46701,4.25,Danville,Pennsylvania,298 Mill St
15907,18724,Old Forge Brewing Company,English Dark Mild Ale,Sensessionale,47464,4.125,Danville,Pennsylvania,298 Mill St
15910,18724,Old Forge Brewing Company,Extra Special / Strong Bitter (ESB),Brickscraper E.S.P.,47078,4.5,Danville,Pennsylvania,298 Mill St
15911,18724,Old Forge Brewing Company,English Dark Mild Ale,Old Forge Inaugural Ale,46464,4.125,Danville,Pennsylvania,298 Mill St
15912,18724,Old Forge Brewing Company,Foreign / Export Stout,Double Chocolate Stout,66085,4.5,Danville,Pennsylvania,298 Mill St
15951,16186,Triangle Brewing Company,American Stout,"""Best Of Both Worlds"" Stout",49011,5.0,Durham,North Carolina,918 Pearl Street
15954,16186,Triangle Brewing Company,American Double / Imperial IPA,Imperial Amber Ale,39802,4.25,Durham,North Carolina,918 Pearl Street
15956,16186,Triangle Brewing Company,Smoked Beer,Rauchbier Von Durham,51882,4.25,Durham,North Carolina,918 Pearl Street
15958,651,Ithaca Beer Company,American IPA,Hop  Stash,68915,4.086956521739131,Ithaca,New York,122 Ithaca Beer Dr
15960,651,Ithaca Beer Company,American Double / Imperial IPA,Alphalpha,46937,4.096153846153846,Ithaca,New York,122 Ithaca Beer Dr
15961,651,Ithaca Beer Company,American Pale Wheat Ale,White Gold,36476,4.033950617283951,Ithaca,New York,122 Ithaca Beer Dr
15962,651,Ithaca Beer Company,Wheatwine,Thirteen,64130,4.033613445378151,Ithaca,New York,122 Ithaca Beer Dr
15963,651,Ithaca Beer Company,Doppelbock,Kaffinator,37145,4.015151515151516,Ithaca,New York,122 Ithaca Beer Dr
15969,651,Ithaca Beer Company,American IPA,Flower Power India Pale Ale,6076,4.1454326923076925,Ithaca,New York,122 Ithaca Beer Dr
15970,651,Ithaca Beer Company,American Pale Ale (APA),Outdoor Harvest Ale,44904,4.34375,Ithaca,New York,122 Ithaca Beer Dr
15976,651,Ithaca Beer Company,American Porter,MacGregor's Big Man Porter,16110,4.125,Ithaca,New York,122 Ithaca Beer Dr
15977,651,Ithaca Beer Company,American IPA,Super Blends,69155,4.5,Ithaca,New York,122 Ithaca Beer Dr
15984,651,Ithaca Beer Company,American Wild Ale,LeBleu,55139,4.248502994011976,Ithaca,New York,122 Ithaca Beer Dr
15986,651,Ithaca Beer Company,Witbier,MacGregor's Dim Wit,8383,4.25,Ithaca,New York,122 Ithaca Beer Dr
15988,651,Ithaca Beer Company,Saison / Farmhouse Ale,Saison,43153,4.75,Ithaca,New York,122 Ithaca Beer Dr
15990,651,Ithaca Beer Company,American Wild Ale,Brute,43335,4.406876790830945,Ithaca,New York,122 Ithaca Beer Dr
15994,651,Ithaca Beer Company,American Wild Ale,Lucky Fairy,51620,4.5,Ithaca,New York,122 Ithaca Beer Dr
15996,651,Ithaca Beer Company,American IPA,Super Friends IPA,60670,4.339622641509434,Ithaca,New York,122 Ithaca Beer Dr
16007,651,Ithaca Beer Company,American Wild Ale,Frute #1,63252,4.2,Ithaca,New York,122 Ithaca Beer Dr
